net,length_um
_0766_,2.325
_0781_,2.325
_0845_,2.325
_0899_,2.325
_0929_,2.325
_0954_,2.325
_1062_,2.3
_1139_,2.3
_1243_,2.3
_1307_,2.3
_1498_,2.3
_1545_,2.3
_1622_,2.3
_1834_,2.3
_1953_,2.3
_2011_,2.3
_2215_,2.3
_2292_,2.3
_2315_,2.3
_2818_,2.3
_2967_,2.3
_2993_,2.3
_1383_,2.28
_2135_,2.28
_2334_,2.28
_2654_,2.28
_2786_,2.28
_0027_,2.255
_0110_,2.255
_0165_,2.255
_0237_,2.255
_0275_,2.255
_0282_,2.255
_0336_,2.255
_0361_,2.255
_0426_,2.255
_0475_,2.255
_0498_,2.255
_0659_,2.255
_0719_,2.255
_0723_,2.255
_0814_,2.255
_2723_,2.255
_0214_,2.225
_0245_,2.205
_0920_,2.205
_0925_,2.205
_0963_,2.205
_0995_,2.205
_2338_,2.18
_2710_,2.18
_1077_,2.16
_1627_,2.16
_1855_,2.16
_2299_,2.16
_2440_,2.16
_2510_,2.16
_2566_,2.16
_2589_,2.16
_2627_,2.16
_2721_,2.16
_2780_,2.16
_2907_,2.16
_2936_,2.16
_2943_,2.16
_3202_,2.16
_3228_,2.16
_3421_,2.16
_3510_,2.16
_3519_,2.16
_3540_,2.16
_3593_,2.16
_3599_,2.16
_3661_,2.16
_3680_,2.16
_3752_,2.16
_3757_,2.16
_3962_,2.16
_4051_,2.16
_4101_,2.16
_4113_,2.16
_4117_,2.16
_4254_,2.16
_0049_,2.125
_0077_,2.125
_0126_,2.125
_0188_,2.125
_0253_,2.125
_0272_,2.125
_0309_,2.125
_0363_,2.125
_0416_,2.125
_0473_,2.125
_0493_,2.125
_0571_,2.125
_0650_,2.125
_0658_,2.125
_0765_,2.125
_0898_,2.125
_0927_,2.125
_0945_,2.125
_0982_,2.125
_0986_,2.125
_0992_,2.125
_0054_,2.085
_0127_,2.085
_0164_,2.085
_0194_,2.085
_0201_,2.085
_0703_,2.085
_0735_,2.085
_0747_,2.085
_0748_,2.085
_0821_,2.085
_0892_,2.085
_0926_,2.085
_0981_,2.085
_1570_,2.06
_1599_,2.06
_1653_,2.06
_2706_,2.06
_3138_,2.06
_3165_,2.06
_3169_,2.06
_3207_,2.06
_3245_,2.06
_3297_,2.06
_3307_,2.06
_3379_,2.06
_3401_,2.06
_3445_,2.06
_3465_,2.06
_3484_,2.06
_3513_,2.06
_3514_,2.06
_3515_,2.06
_3569_,2.06
_3594_,2.06
_3629_,2.06
_3687_,2.06
_3698_,2.06
_3705_,2.06
_3768_,2.06
_3778_,2.06
_3792_,2.06
_3800_,2.06
_3825_,2.06
_3832_,2.06
_3845_,2.06
_3943_,2.06
_3953_,2.06
_3978_,2.06
_3995_,2.06
_3998_,2.06
_4016_,2.06
_4019_,2.06
_4041_,2.06
_4048_,2.06
_4073_,2.06
_4076_,2.06
_4093_,2.06
_4125_,2.06
_4151_,2.06
_4163_,2.06
_4166_,2.06
_4173_,2.06
_4197_,2.06
_4223_,2.06
_4243_,2.06
_1493_,2.04
_1534_,2.04
_1581_,2.04
_1761_,2.04
_1908_,2.04
_2561_,2.04
_2577_,2.04
_2795_,2.04
_2873_,2.04
_3045_,2.04
_3154_,2.04
_3246_,2.04
_3367_,2.04
_3459_,2.04
_3475_,2.04
_3567_,2.04
_3570_,2.04
_3578_,2.04
_3612_,2.04
_3755_,2.04
_3793_,2.04
_3838_,2.04
_3969_,2.04
_4082_,2.04
_0200_,2.035
_0973_,2.035
_0001_,2.025
_0010_,2.025
_0026_,2.025
_0030_,2.025
_0034_,2.025
_0051_,2.025
_0060_,2.025
_0075_,2.025
_0086_,2.025
_0090_,2.025
_0092_,2.025
_0094_,2.025
_0097_,2.025
_0100_,2.025
_0122_,2.025
_0158_,2.025
_0159_,2.025
_0162_,2.025
_0163_,2.025
_0167_,2.025
_0170_,2.025
_0189_,2.025
_0196_,2.025
_0219_,2.025
_0258_,2.025
_0271_,2.025
_0278_,2.025
_0281_,2.025
_0291_,2.025
_0293_,2.025
_0296_,2.025
_0316_,2.025
_0326_,2.025
_0331_,2.025
_0338_,2.025
_0348_,2.025
_0352_,2.025
_0366_,2.025
_0375_,2.025
_0381_,2.025
_0415_,2.025
_0450_,2.025
_0463_,2.025
_0492_,2.025
_0495_,2.025
_0520_,2.025
_0531_,2.025
_0534_,2.025
_0538_,2.025
_0546_,2.025
_0568_,2.025
_0577_,2.025
_0583_,2.025
_0584_,2.025
_0600_,2.025
_0639_,2.025
_0667_,2.025
_0673_,2.025
_0680_,2.025
_0691_,2.025
_0695_,2.025
_0705_,2.025
_0706_,2.025
_0715_,2.025
_0725_,2.025
_0756_,2.025
_0773_,2.025
_0800_,2.025
_0828_,2.025
_0837_,2.025
_0846_,2.025
_0863_,2.025
_0889_,2.025
_0931_,2.025
_0935_,2.025
_0942_,2.025
_0979_,2.025
_0984_,2.025
_0996_,2.025
_1000_,2.025
_1002_,2.025
_1005_,2.025
_1012_,2.025
_1020_,2.025
_3856_,2.02
_1294_,1.94
_1488_,1.94
_1490_,1.94
_1597_,1.94
_1808_,1.94
_1909_,1.94
_2001_,1.94
_2014_,1.94
_2046_,1.94
_2423_,1.94
_2765_,1.94
_0413_,1.915
_0755_,1.915
_0759_,1.915
_0878_,1.915
_0947_,1.915
_0955_,1.915
_0005_,1.865
_0064_,1.865
_0142_,1.865
_0150_,1.865
_0156_,1.865
_0207_,1.865
_0210_,1.865
_0211_,1.865
_0215_,1.865
_0242_,1.865
_0246_,1.865
_0263_,1.865
_0314_,1.865
_0317_,1.865
_0328_,1.865
_0350_,1.865
_0358_,1.865
_0365_,1.865
_0368_,1.865
_0379_,1.865
_0437_,1.865
_0442_,1.865
_0460_,1.865
_0472_,1.865
_0481_,1.865
_0489_,1.865
_0523_,1.865
_0528_,1.865
_0529_,1.865
_0544_,1.865
_0573_,1.865
_0614_,1.865
_0620_,1.865
_0623_,1.865
_0721_,1.865
_0744_,1.865
_0761_,1.865
_0769_,1.865
_0778_,1.865
_0787_,1.865
_0793_,1.865
_0805_,1.865
_0820_,1.865
_0856_,1.865
_0870_,1.865
_0912_,1.865
_0939_,1.865
_0957_,1.865
_0960_,1.865
_1185_,1.84
_1229_,1.84
_1405_,1.84
_1596_,1.84
_1902_,1.84
_2150_,1.84
_2500_,1.84
_2629_,1.84
_2949_,1.84
_1833_,1.82
_2231_,1.82
_1340_,1.72
_1533_,1.72
_2447_,1.72
_2574_,1.72
_2855_,1.72
_2966_,1.715
_1258_,1.7
_1276_,1.7
_1326_,1.7
_1448_,1.7
_1649_,1.7
_1817_,1.7
_2888_,1.7
_2914_,1.7
_2965_,1.7
_3078_,1.7
_3147_,1.7
_3426_,1.7
_3521_,1.7
_3523_,1.7
_3565_,1.7
_3691_,1.7
_3697_,1.7
_3760_,1.7
_3789_,1.7
_3797_,1.7
_3847_,1.7
_3886_,1.7
_3894_,1.7
_3911_,1.7
_3948_,1.7
_4070_,1.7
_4114_,1.7
_2596_,1.65
_2959_,1.6
_2972_,1.6
_3008_,1.6
_3030_,1.6
_3053_,1.6
_3063_,1.6
_3074_,1.6
_3106_,1.6
_3112_,1.6
_3170_,1.6
_3332_,1.6
_3447_,1.6
_3583_,1.6
_3607_,1.6
_3609_,1.6
_3623_,1.6
_3647_,1.6
_3724_,1.6
_3826_,1.6
_3829_,1.6
_3842_,1.6
_3848_,1.6
_3873_,1.6
_3892_,1.6
_3926_,1.6
_3959_,1.6
_3999_,1.6
_4127_,1.6
_4174_,1.6
_4212_,1.6
_4264_,1.6
_0031_,1.575
_0131_,1.575
_0135_,1.575
_0147_,1.575
_0264_,1.575
_0303_,1.575
_0401_,1.575
_0417_,1.575
_0452_,1.575
_0490_,1.575
_0556_,1.575
_0558_,1.575
_0580_,1.575
_0648_,1.575
_0670_,1.575
_0751_,1.575
_0760_,1.575
_0801_,1.575
_0885_,1.575
_0910_,1.575
_0914_,1.575
_0964_,1.575
_1013_,1.575
_2116_,1.49
_1461_,1.48
_2132_,1.48
_2417_,1.48
_0061_,1.405
_0078_,1.405
_0083_,1.405
_0141_,1.405
_0155_,1.405
_0334_,1.405
_0378_,1.405
_0386_,1.405
_0407_,1.405
_0419_,1.405
_0444_,1.405
_0464_,1.405
_0626_,1.405
_0631_,1.405
_0640_,1.405
_0668_,1.405
_0669_,1.405
_0907_,1.405
_0930_,1.405
_1010_,1.405
_1872_,1.38
_2975_,1.38
_1659_,1.26
_2514_,1.26
_2730_,1.26
_2758_,1.26
_3255_,1.18
_1051_,1.15
_1523_,1.15
_2092_,1.15
_2155_,1.15
_1413_,1.14
_1595_,1.14
_1665_,1.14
_2655_,1.14
_2694_,1.14
_2884_,1.14
_3032_,1.14
_3072_,1.14
_3125_,1.14
_3133_,1.14
_3152_,1.14
_3159_,1.14
_3176_,1.14
_3183_,1.14
_3198_,1.14
_3222_,1.14
_3239_,1.14
_3260_,1.14
_3270_,1.14
_3275_,1.14
_3280_,1.14
_3290_,1.14
_3291_,1.14
_3300_,1.14
_3301_,1.14
_3321_,1.14
_3328_,1.14
_3342_,1.14
_3352_,1.14
_3355_,1.14
_3390_,1.14
_3423_,1.14
_3432_,1.14
_3480_,1.14
_3488_,1.14
_3511_,1.14
_3512_,1.14
_3525_,1.14
_3529_,1.14
_3535_,1.14
_3536_,1.14
_3589_,1.14
_3608_,1.14
_3621_,1.14
_3642_,1.14
_3659_,1.14
_3674_,1.14
_3684_,1.14
_3690_,1.14
_3712_,1.14
_3715_,1.14
_3717_,1.14
_3732_,1.14
_3745_,1.14
_3775_,1.14
_3777_,1.14
_3780_,1.14
_3788_,1.14
_3799_,1.14
_3806_,1.14
_3821_,1.14
_3834_,1.14
_3854_,1.14
_3861_,1.14
_3869_,1.14
_3885_,1.14
_3898_,1.14
_3918_,1.14
_3919_,1.14
_3931_,1.14
_3940_,1.14
_3945_,1.14
_3949_,1.14
_3955_,1.14
_3956_,1.14
_3961_,1.14
_3996_,1.14
_4007_,1.14
_4013_,1.14
_4037_,1.14
_4050_,1.14
_4054_,1.14
_4116_,1.14
_4126_,1.14
_4156_,1.14
_4217_,1.14
_4235_,1.14
_4259_,1.14
_4263_,1.14
_1476_,1.02
_2043_,1.02
_2673_,1.02
_1272_,0.92
_1506_,0.92
_1629_,0.92
_1715_,0.92
_1973_,0.92
_2057_,0.92
_2450_,0.92
_2764_,0.92
_2920_,0.92
_2963_,0.92
_2985_,0.92
_3987_,0.92
_2533_,0.885
_1349_,0.835
_1108_,0.8
_1255_,0.8
_2841_,0.8
_2032_,0.46
_2865_,0.46
